frame,right_elbow,left_elbow,right_knee,left_knee
0,144.07419800368854,92.30381090163733,134.98225580776864,72.60801162299252
1,143.13281246232458,98.55869488705368,141.78521704790063,104.81814206135698
2,145.00867825696585,105.86267222469371,142.469671933426,122.41673240603544
3,139.83921262123096,101.474587639006,141.1155833421227,105.0651591587285
4,141.9742242869925,103.69140278816762,141.74187505085106,130.92908261725
5,141.47364597310263,103.2864736147855,137.6217687063046,136.0730529531372
6,139.23267750887476,102.94170907569799,136.99734076267094,116.70856449017815
7,136.58242655265445,102.6106828826821,135.89268580840167,133.01831786139422
8,135.63664411453306,102.15107918893358,134.8372028401406,132.90749184265553
9,138.45824678436927,102.17956343800326,134.4867949253678,128.20384728860407
10,139.55909293939627,101.51612651646127,130.91919838616263,129.19259973858522
11,139.2389250246202,102.71003663586089,130.37868816515578,124.31056257093869
12,141.4401724512714,104.6906048050138,130.34987652050776,123.49575860750834
13,142.53953987623936,105.73397639224187,129.7624048555085,119.25906124278664
14,146.03576954659408,104.23975292325242,129.9115308493749,85.84797451298496
15,148.33149084688316,113.2974408787103,126.35647386234884,80.62766812621135
16,144.96971744424891,116.75114153734067,122.7672083747414,85.44977728473116
17,146.00069252644803,112.79057113548873,131.69246900858948,91.02662574183783
18,144.2115405629963,108.8517464410552,130.4901724030811,89.60229837466078
19,148.5081621176088,113.85987253866097,130.5598448084424,83.77936546943145
20,145.4624439002606,112.19942455832292,130.2769415977955,85.44810328623387
21,142.03443399897276,108.1582146928373,129.760438269783,77.70144394837561
22,141.12716508003908,110.61202130087112,130.5571822418322,81.06580236486143
23,140.6686754004167,110.61952151169672,127.59529842088261,78.37569166398103
24,137.18688001084726,112.07765947788467,130.56966677665324,102.33944728301243
25,138.31056670750428,113.34372059919329,131.7489232753914,148.4031371611031
26,147.13370534859027,134.52227470443302,119.05368140386628,106.49810455811301
27,164.417214619087,157.09070845170876,72.35631164173232,62.24970163686345
28,162.85514560396334,156.83774085780675,73.06639639763688,61.54173457792349
29,162.6145736242045,145.3193054380586,75.76388258770086,57.997672167035724
30,163.11513843912357,156.92091277168487,65.93617387339302,55.714715249113276
31,168.39299199005623,157.53601654554754,77.53941897008508,66.28341991281616
32,156.6680503937566,146.38921745481113,82.3641918923435,80.56052101978155
33,150.70493093319493,138.07927112793374,66.73685385823255,73.81084665482688
34,150.45526340860332,142.9562794586108,70.64493313513289,78.93987211019622
35,151.57786231965682,138.26872730823942,68.68879717875507,90.86701436275317
36,149.7345448452811,137.74464440597092,105.37451920255141,120.09914878637146
37,149.67458675064137,132.10086136946805,98.21257349531149,114.76082225148765
38,148.72959540509626,127.44144792780646,93.90488939040884,105.00973506430039
39,141.313062602801,122.98402754753694,104.87758530756992,112.32349433350846
40,142.21432230613772,118.95581753407795,105.0424678648461,114.9045735600271
41,145.94692476716145,118.49182829260059,105.43487535449893,117.94667910256118
42,152.95379241655718,118.6377188960234,109.50991095321186,121.40100644874896
43,153.93058790513504,113.2738260889123,104.3200055818564,118.09596462682667
44,156.21648988460217,109.99314492089393,110.49691621786094,118.3455804492668
45,164.62901113693613,115.68527952138786,103.30965001244883,115.89742563657045
46,161.2328796519335,113.711297616499,87.74543754543544,111.33305495275107
47,162.0440573915263,118.77630401570563,85.27797321163189,107.6334591032665
48,157.3983095718734,121.6815098655244,81.87348657830023,105.71254701607513
49,147.18632669056456,123.51986015584085,78.54976067319384,101.92671504600838
50,143.0893297976951,127.76650196530206,78.6032163300288,103.78149488681882
51,143.0061974057723,130.0165330444005,85.19144592613715,108.94463072908685
52,146.67320485618148,132.31813032819522,105.07412271886787,113.38679027753741
53,145.29095098871394,143.05754567718657,99.73584196227135,112.68337740594713
54,145.70768544930476,152.21344325057134,95.12781275441375,102.96458318491163
55,152.89900483717673,152.853289422887,103.2435886591177,108.79975543559739
56,159.3533059215569,142.63996414979874,109.13949840232594,118.28114948187664
57,155.70129568272867,123.9676747122494,152.8335278274379,139.1943962684552
58,142.8405941859557,82.04852602089818,165.7964746156891,147.29483187171752
59,158.7588801462105,104.38802883113793,163.30514048930488,149.7649404087665
60,157.04297040329533,140.8086770411067,162.37470407510756,142.05564255854637
61,131.37969671218704,88.28418055967599,167.88154207435994,152.14931174700874
62,140.25385044061704,76.83476185966447,169.9316972591836,143.2647502435639
63,128.36242201722672,152.30801120763695,165.54281876812104,115.16318597587271
64,130.4868633761934,152.62476211385777,168.2319406890131,116.89839785656577
65,116.9344486055663,149.25801894197835,170.29883828142385,117.09153686703367
66,97.37591504411526,146.0153179778157,168.5500222158545,129.35739264610504
67,89.37875882587583,152.09163979372042,166.75282500895594,126.99056180012114
68,98.1708470870541,149.54582213625582,166.12220822786145,127.70092535131388
69,83.68553479253922,144.90311502920204,165.28550028564604,130.69374043830248
70,84.6033685497021,143.36700053895962,165.6087400159377,134.94376166108717
71,78.60953494514665,145.66348679975368,165.949142338356,133.06780132579658
72,82.06761334474474,145.69993044499088,165.62754184298487,132.93880838885852
73,81.19846722879605,141.83385465649727,166.38517899248248,132.99144357595108
74,78.19200891019486,135.7794770532501,166.9356897589965,135.49849245600913
75,92.34015351853856,144.57395962206795,167.14518870455416,131.72851220261535
76,104.64506955721141,143.45279399963937,166.01622976427862,126.96136672362273
77,103.70302814955028,145.6078936078664,166.3809743793071,128.4125709074354
78,102.80912485239462,143.77144535164254,165.3791817547499,130.3386230066793
79,100.54122845103439,141.7491920191779,164.67819530481663,132.3912769359628
80,102.12985200224708,143.17264262660578,164.16252621341346,132.0551136475658
81,106.42952934237512,142.5475228687798,163.43188692676685,128.42742044274303
82,111.53403891747625,143.0480973105209,163.14005652390904,131.43851994009702
83,118.145574642571,146.42307894903686,163.26191965035252,127.36192072654487
84,115.44500333829879,145.45465450426283,163.1972124896748,124.9998388449527
85,110.00922669793631,144.8871737542556,163.3257092864058,124.37570541034187
86,118.72465108635866,147.8520286056591,164.09308386393525,126.99845011103687
87,113.89243643858012,154.67429845983068,163.65087907004522,128.51460678518626
88,111.76442600070531,154.96997701611622,162.29155551375368,123.00888065230258
89,113.09047418601116,155.07543037030746,161.3153297052158,121.24217734614155
90,102.09653377775305,143.3363976252079,163.65258079531165,121.91185632556152
91,99.02667680505087,147.05659573276537,165.3632572054942,119.51909182385583
92,104.03723225506293,152.33921625271944,166.73655374676767,115.03827275032937
93,106.09534733499775,151.5951351043798,166.02401348320288,112.20583236726415
94,108.1742671964422,134.91397276704828,168.7929136558164,117.67924554609358
95,108.22226447284555,144.20896139833417,167.60503702296916,109.83400181951133
96,111.63072594014047,134.7870873863731,165.65986777002055,111.92501882140196
97,120.63861722208911,139.44451241110204,166.5342697067892,111.5989553584459
98,121.45845475392257,139.60538489761925,166.57893008247905,102.52222478021417
99,119.80946704537465,141.56236111538283,166.19060529435924,102.7284408610296
100,130.20729438729165,149.59658353584837,163.13577439643697,97.61750378724221
101,120.45655853273234,145.4594972826627,157.70680613245088,99.72543711373334
102,125.68246750534261,150.41374361196677,147.8710317596749,90.67350733656446
103,118.94379647711447,149.58996687273716,139.22735383301165,93.32254656739671
104,122.11802408921702,144.80425444519162,123.64624908806559,93.18270502492925
105,119.94582340847593,147.30372471588723,117.81919199714298,108.07956546562177
106,116.65374991082243,150.14720775645347,106.69054494411058,106.719554585284
107,121.21425999042144,150.18634959056766,101.42782069873473,105.60650566509796
108,112.61490343482185,149.85507639402798,91.47185810329007,106.58822950289975
109,108.43134285851721,153.02561772219974,62.437341438781914,115.82405504067438
110,96.19301493883917,145.1573870204976,64.8861345281313,128.4688379024798
111,84.50920030916782,137.16579416412688,72.13015493507122,135.5231506844415
112,107.01326782396475,139.817248888669,100.09331554447836,145.6806707729027
113,110.49679970875533,138.13834253646192,97.56663256110846,140.939593924246
114,114.33166067832343,140.80406948195056,87.63482509108665,145.8985280675229
115,108.8755052370625,140.140370866829,90.02555542962831,154.72487455372521
116,103.51098424979857,136.98745123229074,98.2107222876391,156.25978177737298
117,109.00334478847265,137.87911955233528,124.15886284129571,161.0305571715901
118,132.4918341116742,146.32744767699018,142.9164836554141,159.97087745866617
119,133.02889638520864,139.71144221615575,155.33777668991794,159.95347150338458
120,122.97011081406075,152.3959554011701,150.06111606041654,159.1808387903235
121,99.9133701328434,148.9482957677942,167.00412249160146,159.7178776074779
122,102.34896139513693,120.50594696731673,166.5099333533159,160.54434168816638
123,106.10562494595327,135.36451555081916,166.61489326927824,160.13026065514532
124,99.67205523965609,138.27041835145627,167.72026461833684,160.24239507794846
125,104.2548424399426,141.36543920161853,168.4842025004413,158.89738154195967
126,113.17988366636219,135.82648347814666,165.20050056934937,161.83748239040295
127,112.56712242697141,134.69541712237435,166.3240710938051,161.91840372989634
128,108.90206056490034,142.5350771183405,158.17848507105748,163.49694516760906
129,122.5355647482732,142.05188126934593,145.40260586282932,163.78984724903256
130,125.20037300992004,123.69695989523821,152.27126939845672,163.501202552304
131,130.02921373481945,114.76430760496895,142.38727820487074,164.3301045250213
132,135.52241404363798,129.7755867335897,127.70411184713312,168.02283129335822
133,136.1819158365579,134.28556418306016,131.0831175201123,166.04414461872432
134,138.2739235869451,143.19741802181593,144.7033395961148,160.21051372337138
135,132.1942661805262,146.85695684046672,143.2753046822908,159.08407785911163
136,137.1817774117309,136.49164876986973,133.4122745230735,169.84548354831247
137,138.52771834320484,142.60044261740813,111.42691746792946,163.23720782599506
138,141.83955734466963,134.59016698839116,101.53499403205439,149.24657485997992
139,141.0174993410247,134.36733555294592,99.25385001032475,149.4928500938802
140,142.35958154070096,89.13584013098671,97.33779328229144,143.0600353985115
141,146.39636225536702,62.9733385739376,100.76407757736403,145.14757117407734
142,151.60479823543946,59.922711753509795,104.67034488062751,155.66339151046367
143,149.83885337016847,67.42799529981903,108.3815303102871,166.8633748277539
144,147.1970784262411,71.5923879325715,111.7539639330971,169.05507767262077
145,155.4374911268951,120.5452837280022,119.62561698917371,165.54218088832786
146,156.00782974298298,127.92961871832537,121.26082892251246,164.68401373769467
147,153.13365457246795,124.70781886921023,132.0437587404428,168.7848083858727
148,152.79418285593883,106.24961316818887,140.9617072749034,171.18206850272682
149,150.4442503529925,113.29120122362124,148.16724707465008,169.65459760586748
150,153.34900287501654,143.13833973632194,149.2801606371279,164.81518747190685
151,155.72346493900307,174.13519626645942,153.65048821526432,162.4213322700464
152,154.5999535506881,167.33359871601357,159.38210869875525,162.22360816554405
153,155.99118970375434,155.2397320421445,156.06465826607484,157.07807327539447
154,157.31874661123038,159.77303501945295,158.26633180057132,156.8043843962325
155,153.65036100555383,161.7429131320478,156.55722943519652,155.60505775572113
156,152.0165664107501,160.51731847302864,160.5336209770911,155.04599025018527
157,146.59712927376282,157.13310684791958,162.01277565972347,152.72514859999552
158,113.2216570239898,116.18009569988759,163.56973477496004,159.00770320017256
159,89.315007636045,112.98905713594071,160.40218732978974,161.70426041807082
160,71.19378051848376,119.19840293860442,160.97044504491694,165.4566801871782
161,38.06373070191145,118.57660581114156,147.56648491393724,157.45074666485
162,75.41484547347952,106.60361661831033,139.8735912818442,150.0661046383641
163,94.92392464382624,107.9450227478357,126.3799343564411,151.7593945820534
164,106.2356224091112,107.19012678371492,114.14763217405432,148.23962542074278
165,105.76335882615702,126.30205768017538,108.22666075727302,145.43869248229313
166,106.90014966215375,122.48572595714596,112.99013444483356,140.74204448612218
167,115.67441384233481,138.7229118067685,115.2376569426813,141.97954074403316
168,127.4839100198861,140.44737607858667,116.27129698021459,133.27838294668263
169,133.04675713106155,155.01773149722553,111.98097679662875,128.91931254258301
170,137.0574123651078,158.1331643812337,107.41969838236011,120.76261454051033
171,139.38392378690855,162.27579475895206,101.14906714166001,114.32421918040014
172,143.06229116305693,166.61174955771722,95.0820309505521,85.47729446719629
173,149.10919940695032,169.19573324177597,85.64735534364218,55.179812347402624
174,149.4050850939203,168.91666451788512,82.6201942373221,40.667543263812384
175,148.91955677865508,168.4874042230351,80.32789341146822,38.119495934090935
176,151.06382255397574,167.33997711939568,80.02312924265233,41.14084885852306
177,152.83469670485545,168.31266042563638,83.71331224735194,47.53550657625877
178,148.75438339900256,166.21470979972017,90.91340610123979,46.47190226435582
179,148.9167500043851,166.3183090892114,90.69528494682865,44.83675978987749
180,147.89972674648126,164.46342465126585,91.70840525440096,44.040893479731984
181,147.03891929596574,165.22891294625083,91.92542763083155,49.007487246135554
182,146.00871823690164,164.76931609973923,88.18787924909694,68.45427376305013
183,147.16882680459426,165.16075486625152,78.88922220194286,114.45217241325913
184,142.92853562733367,164.2021295918377,84.7492413948152,86.16044353461058
185,141.8365986367106,163.34583040633223,87.12903035037927,102.33464452837113
186,142.1055709963253,163.12386883276437,84.88349758748639,109.99022718096504
187,141.7883125397297,162.9828555098004,92.05485259558026,133.638801287535
188,139.4731660998902,163.34359914152552,92.30730631430885,121.9748822035528
189,138.98569960253351,164.46865058929686,90.87800404426184,135.87028971700457
190,139.17857031839785,164.33762537246042,86.78189602391053,99.43847136639235
191,139.14537151502077,164.7173476606104,88.74047434284523,131.1676789181475
192,138.71543856266254,164.1090185996557,94.58472152315812,131.2247743847388
193,141.14532069932307,164.4300711034,93.92060521803401,139.54222385928858
194,142.05069550909573,163.22840458407936,95.77324455908045,138.09918427497539
195,142.55092465960524,163.34595518331304,95.82034028401624,135.51073708386855
196,142.24498021025096,163.37401735276546,96.55901314707766,130.32967527530346
197,142.15569160336716,163.3751332859685,96.24071295247033,128.17233895992157
198,142.18847167645515,162.72128282480892,99.9892753842456,104.87661289914514
199,143.66210362197958,162.85816091721,99.29768348372905,122.84394486106136
200,143.87372792335566,162.79509186410388,100.72084760193316,132.96697731846035
201,144.33527140444923,162.25903552150956,100.64330253560593,131.9005272533308
202,144.73924110511257,164.52043869013082,99.66233953048567,130.60965078641007
203,144.4485798011562,165.40345421028525,97.78787288577227,110.44640795287447
204,143.84212741132313,165.08517579065168,97.26866081095102,105.37382117137122
205,144.14526677124104,165.111831146814,94.0270292858851,107.51949024746771
206,143.77438828817918,164.71834859810434,93.93059077444137,99.98735023048503
207,142.55718281519293,163.82979075028956,91.88963809316948,104.31781353347715
208,141.811532091653,162.86464449908172,94.36070252127735,107.8484995632083
209,141.5924460122189,162.4035104374542,94.17574781214795,108.22775583972178
210,140.25022288028828,161.71078488251572,93.81809930877367,99.53453770342878
211,140.30689066720655,161.41164903938946,93.6740110732815,105.4324029180693
212,140.0056255438708,160.7820027647004,95.14140147327625,116.32330481050077
213,139.63788154471732,160.85514865859437,92.6050356180115,117.23813754406011
214,139.0958876526659,160.2445358783307,93.38630435752869,115.16393178101498
215,138.19420857518287,157.0990503392427,100.36502520701194,128.17901683211832
216,136.31191887730756,156.1657447295082,99.19881214518658,121.4975821130217
217,136.3053451004824,155.34022097092046,99.77979677429236,125.78055907853147
218,135.14356046020336,153.18444948675017,101.55941267811063,126.52846393680116
219,134.39045325357034,152.88170934810205,99.28367318391676,132.78696854031256
220,132.53883910227395,148.8231645919742,99.80164371584398,135.84550833054843
221,130.0177678999703,140.2998510159117,107.09267479614907,138.46570415803083
222,128.67634533352933,139.9479675120451,109.58071791990676,141.89340892557857
223,128.61514951878672,140.18466453603685,107.018267474729,140.14877936939683
224,122.34228563401085,128.69839069668896,103.44914025681021,140.04593968181956
225,118.76322662924257,109.04692213296443,109.34999470226845,142.74661117129457
226,119.21386672692621,107.4873567078061,120.23026147875456,141.9869660620423
227,118.72345316189016,111.33346017136111,113.57370263746851,131.0443927658835
228,120.40889061845337,117.1575382677883,104.21721523976316,105.31229356772107
229,118.76948796605726,109.98596655323344,102.11429302207164,82.61920313786104
230,118.69721619623402,102.53398360537672,102.75275178458128,80.11710734201405
231,113.51863788167579,94.85528568675237,112.0035791460422,80.82659403539812
232,110.61852093655179,98.4656809556666,114.73529628229129,72.15730614339901
233,104.99700859992716,85.99564258567455,112.66353101609381,94.65280462690822
234,107.97690417635071,84.2059775383522,118.60502320072561,82.49666844794702
235,105.3663754703106,82.30917740021627,115.5860307807181,85.69563773607366
236,109.53823840671586,74.88151161753889,115.28557211320768,133.43968441048136
237,113.44480628008387,83.11528868666853,123.37514631623279,102.31212088107704
238,107.82458723600678,82.1829153269211,122.85139411170722,104.94593013406256
239,111.38733852852964,88.45154335139745,128.244253057584,139.9203908638699
240,111.41575293380585,90.25842884726887,127.7985902992429,145.6126637424981
241,112.20760664003092,89.78125046630797,129.4733560291105,91.53547570250463
242,112.7598544282633,91.05293818345014,135.3502482738731,99.84242525179518
243,113.15434107133211,94.65523318454099,136.02304273568748,104.52922781907063
244,114.99395346524689,95.2373120419321,131.12504172872246,81.44830490557973
245,116.93815218472275,95.4537787592172,127.73451098251017,87.2920768814769
246,115.772633598356,96.00455493712394,135.11204594735415,144.6045217738681
247,114.55789230941186,94.63119194741634,133.58048819508386,147.03909144430617
248,113.61245790621861,93.46920087984768,131.2501607093102,145.07207300645226
249,108.99601003290174,92.63080923464032,131.59508793771482,149.05916023052222
250,108.17318826207166,88.85786053381008,135.80086501322572,139.68782292071302
251,109.30574320994502,89.06062649608504,133.638870959098,130.03432804368794
252,108.88180457852916,91.61611573913572,134.79161342655777,112.66283947941528
253,110.56685663313314,92.52865606058751,129.8681647697996,134.45051903394585
254,112.74499791624811,94.70217162788049,127.28651337201627,142.18252029043634
255,112.89497212450726,96.23311622331364,124.89720616137978,137.7928769868631
256,114.76547679618866,99.19566921352686,127.7691067844787,143.67374484176224
257,114.59567284198985,101.72398001726113,126.51157597951213,141.3425382775534
258,113.93478242242487,103.71200605607817,127.60940933012589,146.28596997545975
259,112.78801824363057,104.61611352645821,133.85396981449924,141.43540683177045
260,112.01703217342715,103.853550577841,141.2663610544054,127.14558943335938
261,109.69584578593816,102.4893434693025,139.72087038051455,138.48337192433766
262,108.67507074218945,109.57900166173724,142.16523425870506,124.31945949053198
263,108.03974902949685,106.03574710747606,142.259543946373,114.97604741854289
264,107.06172659669555,105.09737629537061,142.46646824359615,103.41560979353576
265,107.05465726243926,107.11574534866341,140.2280179444933,123.7824454394734
266,107.77843319855045,115.00079710948468,139.67889829046777,106.74320143475748
267,107.62983852031897,115.66746968318273,133.22217977156848,115.16022379926008
268,108.85632447986356,117.46498130714696,132.91661126923523,98.40290253064174
269,107.15221167008498,116.6364377581305,128.9846349645076,131.16391292671238
270,105.80925318821646,106.62428775649647,132.15223539862657,140.39599518535573
271,105.04173206232093,106.14758799968095,131.9544140227843,142.10362607478498
272,105.41067045020655,105.25629656218699,133.6805049057418,144.69396335809546
273,102.53605840775596,104.19077913997451,141.78486006411663,145.74148576628923
274,101.09775890838516,102.3950920584977,143.2280952533217,153.46105762944876
275,100.46083945398551,102.60877878352942,144.79278686856128,154.00925283472773
276,101.22379835260824,101.08882774825057,146.3977283113331,157.27997854778636
277,106.10433023207894,101.50707931795432,145.99645376578653,157.1997114943328
278,115.88023607735583,105.62317646020733,124.10542765333292,153.88594486786468
279,122.75293277689174,105.2854519469937,125.15784696933984,148.62893568315457
280,127.66028333181727,106.02429573230323,128.4868252710724,114.89868825390143
281,130.55620565326004,105.58921392238722,123.73558656408484,127.20759050819568
282,129.2796487685979,107.71722689054727,116.74430644103995,124.78419118948511
283,126.7114330346845,110.68124520354077,121.43136936173512,96.71073735086124
284,127.49964564887277,106.01793061136202,132.70306880504017,108.01882943481698
285,127.97335732951602,108.33240678255761,130.1418504572248,96.95066211893153
286,126.91376890154703,107.93369731728694,129.31580850153205,115.54848836480637
287,125.97817380668816,106.24693981940749,124.22323496730428,133.52354713803848
288,124.76215169588075,108.71683353363429,109.37848579132005,106.9298198369414
289,125.22886063215127,110.48113466868824,110.80503112579353,106.97567181064724
290,123.85206581155863,111.54053158784957,102.64845069157961,106.74389783618275
291,123.36186624017431,110.20830967124438,108.33315460131102,106.81722237894955
292,122.0395063732746,112.03698285360974,110.88244249891456,101.02615746606135
293,121.76761376553479,113.68279418153122,116.54686354514055,111.22670779302622
294,122.50633316089272,113.1734099764461,118.81997706705202,116.29995033825054
295,124.12810552607858,110.90796424828937,120.12036826687013,118.61282212261727
296,124.65385702591001,108.64220588846808,120.29395016830816,122.20607437742154
297,123.59590827205378,108.49400791644852,116.15540115062258,120.59571293851506
298,124.31239998219127,109.90272297613514,108.79331344479014,122.38261893781942
299,124.305048332709,108.69257011764022,111.01052243702996,125.03792734478107
300,123.88800733060826,108.76149370893688,113.40375931482609,122.70438680402658
301,124.20675608845757,108.92388296705911,114.1333600267852,123.99563891989486
302,125.06064089924489,109.86318855122093,114.53607005662305,122.47552315906043
303,125.79399925885163,109.60361628917141,119.1228347509931,122.8680152922043
304,126.47861426052154,110.93419640869143,119.75554288176102,121.726692274915
305,126.51125529612085,109.69041371632481,121.38847081521706,129.70493100645496
306,127.11344664257835,108.57060709967195,121.69547462837863,136.26857978521417
307,128.66886880995688,109.55871984502946,121.80551046976814,136.57819947191146
308,130.5816252031495,112.56200317392343,121.98340382813643,136.37068655045155
309,130.3782122394587,114.23794651869098,114.86202257657303,131.94423672634767
310,130.68474298919617,114.30494578476275,114.50692352078269,135.1035257216809
